"Label","Type","Event","Primary Topic Tag","Secondary Topic Tag","Repository","Google Doc Id","Url","Title","Abstract"
"The Political Economy of Naming - RWoT Fall 2018","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1AINgJZSv0QLAMgzrY7-HZnA5dsetPYbD","1AINgJZSv0QLAMgzrY7-HZnA5dsetPYbD","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/political-economy-of-naming.md","The Political Economy of Naming - RWoT Fall 2018","This piece builds on discussions about petnames with Mark S. Miller, Christopher Lemmer Webber, and others during the 2018 Santa Barbara RWoT. Unique identifiers (such as public keys and public key hashes) are often not human readable. The lack of human readable names creates significant usability problems. Petname systems have been proposed as a solution. Petnames are names that are \"secure, memorable, and private to the individual who refers to another entity... True petnames are 2-way associative: given a petname in a specific application on a specific machine, you can acquire the key, and given the key, you can acquire the petname. The mapping back from the key to the petname is always performed when presenting data to the user\". (Stiegler) The address book in a cell phone is an example of petnames mapping to phone numbers. "
"The Role of Standards in Accelerating Innovation","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1ues7Z_oHYGY6l2Nf5RpHWVZUlVti8Y1x","1ues7Z_oHYGY6l2Nf5RpHWVZUlVti8Y1x","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/The_Role_of_Standards_in_Accelerating_Innovation.md","The Role of Standards in Accelerating Innovation","By building upon widely implemented industry standards, innovators are freed to focus on the innovative aspects of their work, letting existing standards do the heavy lifting for the needs of their projects that standards already address. The potential for use of cryptographic and digital identity standards in decentralized systems illustrates this point. Microsoft is deeply engaged with numerous innovators in building decentralized public-key based identity systems prototypes and is excited at the possibilities. We love what’s happening and the way innovators are coming together to enable new digital identity possibilities. All of us want these possibilities to achieve their promise as quickly as possible. Integrating and maintaining interoperability with existing identity management systems – all based on standards – will be key to accelerating this process."
"Towards Proof-of-Person","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1ZJP9-ZHJQiQzLoHZ-8mrueTH4xojbAVw","1ZJP9-ZHJQiQzLoHZ-8mrueTH4xojbAVw","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/towards-proof-of-person.md","Towards Proof-of-Person","Given the goal of being useful in decentralized applications, it’s important that a PoP system is itself decentralized, self-sovereign and privacy preserving. In such an environment, it’s impossible to prevent the creation of multiple accounts. Instead, it needs to be difficult to accumulate sufficient reputation across many accounts. An account’s reputation score can then act as the probability that it belongs to an individual. In order to limit actions to unique people, applications building on top would specify the score required to participate. Reputation would most likely be acquired through a Web-of-Trust model. As users trust each other (verify that they are unique), a strong network of relationships forms. The system could then use the topology the network to generate a reputation score, similar to PageRank. In order to output a global score, you would need to “anchor” to some trusted accounts, in order differentiate the real network from shadow networks of fake accounts, who all trust each other, but aren’t connected to legitimate accounts."
"Verifiable Displays","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1D9Ngo_dto9xiR3FgJ5tZQlD1mNkGeXRn","1D9Ngo_dto9xiR3FgJ5tZQlD1mNkGeXRn","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/verifiable_displays.md","Verifiable Displays","he question arises: how does the employer know that the friendly display they see is what the issuer intended? In general, how do they know the display matches the content? This is currently addressed in a variety of (sometimes incomplete) ways. This paper surveys existing solutions to the problem, and develops a set of requirements based on lessons learned. This proposes a general solution based on the authors\" experiences developing Blockcerts and Validbook. We use the term \"verifiable displays\" to describe the end goal, which is avoiding a category of social engineering attacks introduced by the potential gap between content and its renderings in a human-readable display."
"Verifiable Offline Credentials","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1omqMLdVtiQHQfVReQ5AJtcf6LBVh66Dp","1omqMLdVtiQHQfVReQ5AJtcf6LBVh66Dp","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/verifiable-offline-credentials.md","Verifiable Offline Credentials","All current solutions for verifiable credentials involve computer systems and networks. These systems perform all the complex cryptographic algorithms on a user\"s behalf, communicate with all involved parties, and are responsible for safeguarding the information. Developed countries such as those in Europe and North America have no problem using these platforms, these solutions exclude parts of the word that do not have the same sophistication. For example, the vast majority of Africa does not have access to the internet. Many Africa locations that do, connection speeds are incredibly slow. There are also possible scenarios where a computer system may not be available to individuals like refugees. Refugees must still be able to prove attributes about themselves and relying parties must still be able to validate that information."
"What and Who Is In Your Wallet?","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1PUFuGp-QQyDJHTOKiSNtXp7_XsGn2g93","1PUFuGp-QQyDJHTOKiSNtXp7_XsGn2g93","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/what-and-who-is-in-your-wallet.md","What and Who Is In Your Wallet?","This paper and subsequent discussions are intended to accomplish the following: spark discussion on areas of importance to current and evolving digital wallets. We anticipate that many have been, but some may not have been, discussed; raise the priority on key areas that may be getting attention; gather information about where groups are headed either in the pure open (open source / open standards) or closed/proprietary (to the extent that can be discussed in an open forum) realms; and produce a list of active teams and standards efforts for the community to be aware of."
"Zero Trust Computing with DIDs and DADs","Topic Paper","rwot7","Unclassified",,"https://drive.google.com/open?id=1Hj6qulK3Zp_sS9Cwp9vQ-20X_whYiNZU","1Hj6qulK3Zp_sS9Cwp9vQ-20X_whYiNZU","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/ZeroTrustComputingWithDidsAndDads.md","Zero Trust Computing with DIDs and DADs","This paper builds on the RWOT Spring 2018 Decentralized Autonomic Data paper wherein a new class of data item called a DAD was introduced that used DIDS and Derived DIDs (DDIDs) as a self-certifying identifier to lay the ground work for data provenance. The focus of the DAD paper, however, was not data provenancing but simplified key management of the DIDs associated with DADs. Indeed, since the Spring RWOT 2018 workshop, the two new key management techniques proposed in that paper have been under active development."
"DID Primer Extended","Primer","rwot7|rwot8","Unclassified",,"https://drive.google.com/file/d/1WgFQ7hJGjhwD_sT28uA5HD75VsENPBOc/view?","1WgFQ7hJGjhwD_sT28uA5HD75VsENPBOc","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/did-primer-extended.md","DID Primer","At a superficial level, a decentralized identifier (DID) is simply a new type of globally unique identifier with special features designed for blockchains. But at a deeper level, DIDs are the core component of an entirely new layer of decentralized digital identity and public key infrastructure (PKI) for the Internet. This decentralized public key infrastructure (DPKI) could have as much impact on global cybersecurity and cyberprivacy as the development of the SSL/TLS protocol for encrypted Web traffic (now the largest PKI in the world). This primer is designed to give newcomers to DID architecture the background they need to understand not just the DID specification, but the overall architecture for decentralized identity represented by the family of DID-related specifications currently under development. It covers: Background on the origin of DIDs and the DID specification. How DIDs differ from other globally-unique identifiers. How the syntax of DIDs can be adapted to work with any modern blockchain. How DIDs resolve to DID documents containing public keys and service endpoints. The key role that DID methods play in the implementation of DID infrastructure. Privacy considerations for the use of DIDs. How DID infrastructure lays the foundation for verifiable claims."
"Digital Identity for the Homeless","Topic Paper","rwot7|rwot8","Unclassified",,"https://drive.google.com/open?id=1Q_ujymdcYhIE-n1le-z70xcEJFzLvaki","1Q_ujymdcYhIE-n1le-z70xcEJFzLvaki","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/Digital-Identity-for-the-Homeless.md","Digital Identity for the Homeless","Mass homelessness in Canada emerged in the 1980s, following a massive disinvestment in affordable housing, structural shifts in the economy and reduced spending on social supports. Since then stakeholders across the country have tried and tested solutions to address the issue. These responses, largely based on the provision of emergency services, have prevented meaningful progress. Fortunately, there are many signs that we are entering a new phase -- one that will lead to an end to homelessness in Canada."
"A DID for Every Thing: Driving Event Data Chain","Topic Paper","rwot8","Decentalized Identifiers (DID)","verifiableclaims | reputation | IoT","https://drive.google.com/file/d/1R_8hLzUVVL0wr3m4AltSA7KXmTK2PNbm/view?usp=sharing","1R_8hLzUVVL0wr3m4AltSA7KXmTK2PNbm","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/A-DID-for-every-thing---Agile-Driving-Data-Chain.md","A DID for Every Thing: Driving Event Data Chain","Our submission for RWoT submission describes an application of the previous RWoT whitepaper \"A DID for Everything\" [1] leveraging decentralized autonomic data (DAD) and verifiable data chains for driving event data processing. This enables the verification of a given data flow and the trustworthiness of output data. As the output data are used by several mobility control, risk and business systems it is important that any entity can evaluate the trustworthiness of a given output data set. The decentralized identifier (DID) is a new open standard type of globally unique identifier that offers a model for lifetime scope, portable digital identity that does not depend on any centralized authority and that can never be taken away by third parties. We are using DIDs as a standard identifier in our solution which is supported by the W3C community. Our approach uses cryptographic data structures to link data objects and to establish a method for data flow provenance [1]. By data flow provenance we mean a mechanism for tracing data item content and control through a processing system including any transformation to the data item. This includes flows with multiple sources, collective sensor fusion and processing by machine learning algorithms. Data flow provenance means not just tracing control but also verifying the end-to-end integrity of every data flow including any transformations (additions, deletions, modifications, combinations, and ML processing). When a DID and hence data chain of the resultant data is extended to machines, the provenance chain of the data flow can provide the basis for verifiable claims and attestations about the data flow itself as well as for reputation mechanisms. These novel verifiable data chains and reputation mechanisms allow to asses trustworthiness, reliability or risk metrics of a given output of a data chain. The applications of verifiable data chains stretch across multiple use cases including real-time vehicle value, dangerous driving, road and obstacle mapping, usage-based insurance (UBI), reliable feedback loops into driver assistance system (DAS) and autonomous driving infrastructures, V2V/V2I interactions and cooperative mobility systems. Benefits of data provenance along a digitized value chain include: reliability of data and ML labels in distributed systems increased safety maximized efficiency with less congestion, impact, costs and better services. Our verifiable data chain concept supports the overall goal to demonstrate the working BC/DLT technology components can be used and scaled today for data provenance in digital value chains."
"DID Namespace Records","Topic Paper","rwot8","Decentalized Identifiers (DID)","reputation","https://drive.google.com/file/d/19zw6Oo0IgaA1J58z2NQkTfgiA7eGDz4W/view?usp=sharing","19zw6Oo0IgaA1J58z2NQkTfgiA7eGDz4W","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/did-namespace-records.md","DID Namespace Records","DIDs are a unique new class of globally unique identifiers with four primary properties: Persistent—assigned once and never change. Resolvable—associated with standard metadata describing the identified entity Cryptographically-verifiable—the DID controller can prove ownership using private keys Decentralized—no centralized registration authority needed. DIDs can be supported on any modern blockchain or distributed ledger by creating a DID method for that target system. Each DID method operates in its own DID namespace. DID method names can be nested within a namespace just like other hierarchical name systems, e.g., DNS. "
"Digital Trust Protocol","Topic Paper","rwot8","Decentalized Identifiers (DID)","VC | DPKI | reputation",,,"https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/DigitalTrustProtocol.md","Digital Trust Protocol","The Digital Trust Protocol (DTP) is a solution for the handling of trust in the digital space. The protocol is broadly designed to work with all aspects of trust; this includes identity, reputation, and security. The protocol is designed to be independent of specific systems and is very minimalistic. The intention is to extend the protocol with layers above rather than direct implementations. The protocol claim message data is designed to be self-provable of authenticity, by use of private/public key algorithms and the blockchain timestamping feature. This enables the protocol to be decentralized without a need for central authority, as servers can use a peer-to-peer communication system and verify all the data it receives individually, without having to rely on the sender. The Protocol allows anyone, including automated software, to issue their own cryptographic identities, for the use of trust and reputation and be able to verify those of others, without the need for a trusted third party. Users issue claims to other identities, and this way build a personal web of trust network. Users can search for claims on subjects by use of the user\"s trust network. The search only include results from trusted sources, claims from untrusted sources are not returned. The system is resistant to attacks like Sybil and bot networks as they are usually not a part of the uses networks and therefore not considered when evaluating searches. The system works on the incentive of the user’s reputation and established trust, to be a good actor within their networks, since no one will listen to them if no one trusts them. It is possible to trust anything digitally, and therefore the protocol suitable to be used for anything that requires some degree of trust shared between systems related or unrelated. The DTP protocol is ideal for identity, reputation and security management that needs to be used in a broader sense without a central authority and furthermore it can augment existing systems already in place."
"Identity Containers. Blockchain implementation proposal with DIDs & ERC725","Topic Paper","rwot8","Decentalized Identifiers (DID)","VC | ERC725 | DPKI | GDPR","https://drive.google.com/file/d/1sdQ-VlRQWIar2Hc-AiNsPdeiACtAwFTz/view?usp=sharing","1sdQ-VlRQWIar2Hc-AiNsPdeiACtAwFTz","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/identity-containers.md","Sikaris - Decentralized Identity with Identity Containers (SSI)","An implementation proposal for a Self Sovereign Identity (SSI) network using Blockchain as a DKPI Long story short, We suggest to store just a Merkle Root of the keys and claims being holded by an entity (user, organization..,) and set a list standard endpoints to query and interact between entities. This way most of the information is transferred off-chain and the whole system should be GDPR compliant."
"Identity Manager Concept","Topic Paper","rwot8","Decentalized Identifiers (DID)","DID | VC | DID-Auth | apps | UI | UX | wallet","https://drive.google.com/file/d/1EaG7YxIaCnMw7LW-zSv1qid65D1G4fI6/view?usp=sharing","1EaG7YxIaCnMw7LW-zSv1qid65D1G4fI6","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/idm-concept.md","Identity Manager Concept","The benefits of using P2P technologies, which enable truly decentralized applications to exist, are obvious to those well versed in the topic. However, in order to attain massive user adoption, these decentralized applications need to be better than the incumbents in almost every aspect -- usability being the one where they usually lack the most. Most of the cryptographic identity solutions out there rely on a single key pair where the public key identifies a single identity. While simple, this solution has many drawbacks, the most important one being that you can\"t recover your identity if the private key gets compromised. To explore potential solutions, the IPFS DDC WG decided to invest some time researching what decentralized identity solutions may be used. This paper is a follow-up of RFC Peer-Star-Identity."
"Peer to Peer DIDs","Topic Paper","rwot8","Decentalized Identifiers (DID)","ledgerless","https://drive.google.com/file/d/1-i0ir0DiaVSNaASmSpFIf9BwLe_eMNQe/view?usp=sharing","1-i0ir0DiaVSNaASmSpFIf9BwLe_eMNQe","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/P2P-DID.md","Peer to Peer DIDs","Multiple DID methods are under development, each based on a different support structure (e.g. Veres One, Sovrin, IPFS, etc). During development of standard DID method specifications, and while exploring certain DID-related use cases, there has arisen the notion of a \"ledgerless\" DID, i.e. a DID that is not anchored to any infrastructure. We call these peer to peer (P2P) DIDs because the first use cases that explored the need for ledgerless DID were peer to peer messaging scenarios."
"Proof of Key Ownership with OpenID Connect Self-Issued Identities","Topic Paper","rwot8","Decentalized Identifiers (DID)","OpenID Connect | Self-Issued | DID","https://drive.google.com/file/d/1cXIYQINHzBwYkVzNKHMBGwnAx1rc9UQG/view?usp=sharing","1cXIYQINHzBwYkVzNKHMBGwnAx1rc9UQG","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/Proof_of_Key_Ownership_with_OpenID_Connect_Self-Issued_Identities.md","Proof of Key Ownership with OpenID Connect Self-Issued Identities","Proving ownership of a DID requires proving ownership of a private key corresponding to a public key for the DID. Of course, this could be done with a new DID-specific protocol. However, there already exist standard protocols for proving ownership of a public/private key pair. The OpenID Connect specification defines [Self-Issued Identities(https://openid.net/specs/openid-connect-core-1_0.html#SelfIssued) in Section 7. A self-issued identity is represented by a public/private key pair. Logging in with the self-issued identity proves control of the private key. Microsoft is experimenting with using self-issued identities to prove ownership of DIDs. This is straightforward. The DID key is used as the key for the self-issued identity. The self-issued identity is validated in the standard way. In addition, a \"did\" claim containing the DID identifier is added to the self-issued ID Token. This enables relying parties that understand that the self-issued identity is also a DID to perform DID operations after control of the key has been verified using OpenID Connect."
"Querying Bitcoin blockchain for BTCR support","Topic Paper","rwot8","Decentalized Identifiers (DID)",,"https://drive.google.com/file/d/1yvvyzvmr_3MHkeI4aFtM1qmf_r9ApDay/view?usp=sharing","1yvvyzvmr_3MHkeI4aFtM1qmf_r9ApDay","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/supporting-btcr.md","Querying Bitcoin blockchain for BTCR support","I describe the progress made during the BTCR hackathon towards providing a community service for querying the bitcoin blockchain as a means to support clients building BTCR DID resolvers using the BTCR DID method. BTCR DID method enables bitcoin users to generate DIDs corresponding to their bitcoin key pairs. By generating DIDs using bitcoin key pairs we can leverage the high level of guarantees provided by the bitcoin blockchain against manipulation of published data. I provide a brief overview of the BTCR DID resolution method, point to the problem of querying third party services and how we provided our own community service as part of a hackathon in 2018."
"Re-inventing Incentive Structures Using DID and Microtransactions","Topic Paper","rwot8","Decentalized Identifiers (DID)",,"https://drive.google.com/drive/folders/1HaTGEJOVVhq1X7AhIsgrSkDsH0hgpjji","1HaTGEJOVVhq1X7AhIsgrSkDsH0hgpjji","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/did-fee-market-using-micropayments.md","Re-inventing Incentive Structures Using DID and Microtransactions","Microtransactions and DID (Decentralized Identifiers) can enable a user to curate their online identity, request payment or mark data private. This article proposes allowing a fee market to develop around what information a user chooses to reveal about their identity in the context of an earned credential."
"Staying Anonymous With DIDs","Topic Paper","rwot8","Decentalized Identifiers (DID)",,"https://drive.google.com/file/d/19_7ZWE4rm5DXk6ridMkdmg1pc-4KaJa3/view?usp=sharing","19_7ZWE4rm5DXk6ridMkdmg1pc-4KaJa3","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/Anonymous_DIDs.md","Staying Anonymous With DIDs","This paper looks at the ways the different parties in a sharing transaction may wish to stay anonymous. In a simple sharing transaction there are three parties involved: Requestor - The party who is asking for some information User - The party who the information is being requested from Trusted Data Provider - A party who the requestor will trust to provide data for the user If the user is providing non identifiable information (such as age) they may not want to be tracked by the requestor, for example they do not want the requestor to be able to see they visited them on previous occasions."
"Universal DID Operations","Topic Paper","rwot8","Decentalized Identifiers (DID)","DID | DPKI","https://drive.google.com/file/d/1Vn7l1KyL8pS8OuJaQU5Hrbu6G3fHr4gO/view?usp=sharing","1Vn7l1KyL8pS8OuJaQU5Hrbu6G3fHr4gO","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/Universal-DID-Operations.md","Universal DID Operations","Decentralized Identifiers (DIDs) have seen increasing adoption across a wide number of distributed ledger ecosystems and blockchains. This is in large part due to our ability to effectively communicate by resolving these DIDs. The process of obtaining a DID Document associated with a particular DID is outlined in the DID Resolution spec. A blockchain-agnostic implementation of the spec is hosted at the Decentralized Identity Foundation and is fully open-sourced. The Universal Resolver can be found at its website and also runs locally or remotely through an API. It currently supports DIDs on Sovrin, BTCR, uPort, Jolocom, Veres One, ERC-725, Blockstack, IPFS, and DNS via a number of community-contributed drivers built on top of the Universal Resolver. Now that we can universally resolve a DID, how can we do the same with the entire DID lifecycle? All DID methods commonly share 4 operations: Create, Resolve, Update, and Revoke. We can envision a counterpart to the Resolver, called a Registrar, that contains these additional DID operations. DID Resolution is relatively straightforward because there is no authentication required and thus no keys involved. In addition, it is an atomic operation and can easily be done over the web. Creating a DID, updating its DID Document and revoking a DID\"s secret will require the same abstraction layer."
"Universal ID Framework","Topic Paper","rwot8","Decentalized Identifiers (DID)","PKI | Interoperability","https://drive.google.com/file/d/1JjQK-ynCauLxSLyjF_wBrSJm9fKZLsw8/view?usp=sharing","1JjQK-ynCauLxSLyjF_wBrSJm9fKZLsw8","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/universal-id-framework.md","Universal ID Framework","Problem Suppose we configure an access control list for a server software using some certificate-based client authentication over a secure connection. We need to configure a list of identity references such as the certificate\"s subjects or issuers. To describe the identity reference with PKI, we use X.500 Distinguished Name style strings. Suppose we want to add support for DID in a client authentication server code like the above. We need to modify the access control code of the server to add support for DID resolution. If we have a DID resolver library to implement this, it is not a difficult task. However, if we want broader deployment of DID, we need to develop a better way to add support for DID to help application developers. If we look at how to treat identity reference in an application, it is natural to develop a standard abstract data type which may store a different kind of identity references. Key Idea One of the ways to support references for multiple ID scheme everywhere is developing a general Universal ID Reference scheme, which covers not only the references to DID but also Distinguish Name-based scheme or possibly others. It is possible to develop a Universal ID framework consists of standard documents, open source libraries, and other necessary components to help using Universal ID-based system. Possible outcomes If the Universal ID based framework is ready and the traditional single-framework component is replaced with mutiple-framework capable component, it will be able to seamlessly support both DID and PKI based trust system. This change effectively enables the use of DIDs in various places."
"A Notebook Workbench for SSI","Topic Paper","rwot8","General Self-Sovereign Identity","devops | adoption","https://drive.google.com/file/d/1ISnA_QR3lu_cXofHnjo-AjMQvPh5iJwU/view?usp=sharing","1ISnA_QR3lu_cXofHnjo-AjMQvPh5iJwU","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/notebook-workbench.md","A Notebook Workbench for SSI","The technical cost of experimenting with and evaluating web-of-trust technology, SSI and other, remains bewilderingly high. This situation hinders broad adoption. Impacts of this complexity include: Biasing new projects towards build-from-scratch versus build-upon Forcing focus on infrastructure and edge tech, rather than VC-ecosystem flows Blocking effective cross-system evaluation and interoperability work Pushing UX into products and delaying UX development I propose use of the Jupyterlab interactive computing environment as a means of: facilitating broad adoption promoting interoperability supporting SSI UX development expanding the number of documented use-cases"
"Aligning SSI with European Union identity legislation (aka eIDAS Regulation)","Topic Paper","rwot8","General Self-Sovereign Identity","DID | eIDAS","https://drive.google.com/file/d/1JpwCldlXts9lIh8YYJhwk2mtq2pY3EjC/view?usp=sharing","1JpwCldlXts9lIh8YYJhwk2mtq2pY3EjC","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/Aligning-SSI-with-European-Union-Identity-legislation-eIDAS.md","Aligning SSI with European Union identity legislation (aka eIDAS Regulation)","This paper aims to advance the alignment of SSI solutions with the eIDAS Regulation regarding electronic identification."
"Decentralized Digital Identity: The Book","Topic Paper","rwot8","General Self-Sovereign Identity",,,,,"Decentralized Digital Identity : The Book","Outline for a book on decentralized digital identity"
"A Self-Sovereign Identity Framework/Thought Model proposal","Topic Paper","rwot8","General Self-Sovereign Identity","commonlanguage","https://drive.google.com/file/d/1pE16zw4sZe8nAO8jdmBks5sHTPcg7WOS/view?usp=sharing","1pE16zw4sZe8nAO8jdmBks5sHTPcg7WOS","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/SSI-FrameworkProposal.md","A Self-Sovereign Identity Framework/Thought Model proposal","TNO\"s SSI-group has been constructing a thought model around SSI that we need (and already use) to determine whether or not we have a common understanding about SSI (related topics) and efficiently straighten out any misunderstandings. This not only facilitates our work as we avoid the (endless) terminological discussions, but also helps us to deepen our understanding of what we are actually doing. This model, which we refer to as a Self-Sovereign Identity Framework or SSIF, is a work that is still in progress, but where the basics seem to have become stable. In this two-pager, we introduce the purpose for the model, its use, and a (new) definition of the term \"definition\", which we need to make it all work. Additionally, a draft text is made available in which most of our current thinking about SSI is expressed. I would like to discuss this approach and what we might do to make it beneficial to all of us."
"The Untimely Death of SSI","Topic Paper","rwot8","General Self-Sovereign Identity","ssi | strategy","https://drive.google.com/file/d/1IzbZFVLJrzViBqmDFCTbzBX3rK9IU-4b/view?usp=sharing","1IzbZFVLJrzViBqmDFCTbzBX3rK9IU-4b","https://github.com/mxshea/rwot8-barcelona/blob/master/topics-and-advance-readings/the-untimely-death-of-ssi.md","The Untimely Death of SSI","This paper is not intended as a competitive analysis of the individual players in the sector but as an analysis of the SSI community at large, the competitive landscape and the market place threats that would prevent SSI coming to maturity. In many aspects the SSI sector is attempting to create a ‘Blue Ocean’ strategy to shift the competitive landscape on identity in the digital realm to redefine digital identity to one of personal control. In doing so, it creates as potential competitors not only the traditional identity software providers, but also commercial enterprises that have tied control of identity into their business models (Google, Facebook). The SSI community it not some recent creation, but has evolved out of a group of individuals that have been long active in the realm of Internet identity. With the creation of Blockchain and Distributed Ledger Technologies (DLTs) a fundamental technology has come into the market that so far appears to enable a degree of decentralization and control that has heretofore not been achievable. As a relatively newcomer to the digital identity space, what has struck me is how passionate and tight knit this community is; over the past six months I have read, observed and spoken with many different members of different SSI projects, and the striking feature is that there exists a strong ethos of cooperation while seeking the strongest technical solutions for the sector. There are strong passions and opinions around the right and wrong way to describe or do things, but these differences are always expressed in a manner conducive to creative dissonance with the objective of creating something much better."
"On interpersonal data","Topic Paper","rwot8","Identity Philosophy","data | reputation","https://drive.google.com/file/d/1EDGMLNB_VkO0u4DW1FVbMtcqLQzRuNFv/view?usp=sharing","1EDGMLNB_VkO0u4DW1FVbMtcqLQzRuNFv","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/on-interpersonal-data.md","On interpersonal data","A precis of a three-part series, published on the AKASHA Foundation blog, January 2019: The misleading name, metaphor defiance, and awesome potential of “personal data” We believe that humans are not problems waiting to be solved, but potential waiting to unfold. This is why we nurture projects helping individuals amplify their potential through open systems that expand our collective mind at local, regional and global scales. We have a problem and an opportunity currently labelled \"personal data\". The opportunity encompasses nothing less than a complete redesign of our lives and societies and our collective ability to grapple with complex adaptive systems including super-wicked problems — but this will remain elusive until we\"ve wrestled with the \"personal data\" problem, including the problem of the way we frame the opportunity and problem."
"Structures of Identity","Topic Paper","rwot8","Identity Philosophy","namespace","https://drive.google.com/file/d/1csngr1pxCOjirJb9-mUWcZ23UdNIOn1N/view?usp=sharing","1csngr1pxCOjirJb9-mUWcZ23UdNIOn1N","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/structures_of_identity.pdf","Structures of Identity","With the development of new digital networks, especially in recent years, the scope of  identity has expanded significantly. On one hand, our trajectory points toward a future of sustainable solutions built in the context of collaborative networks based on communication between these identities. On the other hand, it appears that rather than \"owning\" our identities, we are increasingly owned by them -aggregated and dependent. This limits the range of possibilities for emergent conversations and solutions. In light of this, I hope to present some work that involves exploring the features of this terrain, with an eye to seeing how we might move toward greater freedom from the limitations of current models of identity. "
"Digital Contraception","Topic Paper","rwot8","Identity Philosophy",,,,,"Digital Contraception","The question of personal data falls into an unknown territory in between corporate ownership, intellectual property, and slavery."
"Contextual Non-Discrete Identity","Topic Paper","rwot8","Identity Philosophy","context | data | relative",,,,"Contextual Non-Discrete Identity","Philosphical exploration of non-discrete identities based on context of application. "
"Credentials and Correlation","Topic Paper","rwot8","Misc",,"https://drive.google.com/file/d/1lM2eGC8pJeAHCRJgUSIpFBA_xWHLlEWY/view?usp=sharing","1lM2eGC8pJeAHCRJgUSIpFBA_xWHLlEWY","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/credentials-and-correlation.md","Credentials and Correlation","How can users be educated of the privacy implications of sharing multiple attributes about one’s identity, and what role can software agents have?"
"Data Value Realisation: Control, Commons & Ownership","Topic Paper","rwot8","Misc",,,,,"Data Value Realisation: Control, Commons & Ownership","Since data is becoming a key measure of whether a company will remain relevant through the digital revolution (Opher et. al., 2016), new approaches and business models are required to meet the needs of the changing marketplace (Opher et. al., 2016). To address these increasing data value issues, a number of data-value models and frameworks are emerging, including: Data as Labor; Data as Property; Data Commons; and Open Data. This paper explores the aforementioned frameworks in the context of the emerging human-centred data economy."
"Decentralized Trust for Software Components","Topic Paper","rwot8","Misc",,"https://drive.google.com/file/d/17dgUOGsGDa0o2Kf5LaHxomkfzyZcgXIY/view?usp=sharing","17dgUOGsGDa0o2Kf5LaHxomkfzyZcgXIY","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/code-and-file-signing.adoc","Decentralized Trust for Software Components","A computing device cannot be secure if an attacker is able to surreptitiously insert malicious code on it. Current solutions for signing and verifying computer software — both source code and binaries — generally rely on the same flawed, hierarchical systems as our network connections do."
